Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_Tcell	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_HALLMARK
254428_at	254428	LOC254428	SLC41A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84102_at	84102	LOC84102	SLC41A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54946_at	54946	LOC54946	SLC41A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8501_at	8501	LOC8501	SLC43A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
124935_at	124935	LOC124935	SLC43A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29015_at	29015	LOC29015	SLC43A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23446_at	23446	LOC23446	SLC44A1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57153_at	57153	LOC57153	SLC44A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126969_at	126969	LOC126969	SLC44A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80736_at	80736	LOC80736	SLC44A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
204962_at	204962	LOC204962	SLC44A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50651_at	50651	LOC50651	SLC45A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51151_at	51151	LOC51151	SLC45A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85414_at	85414	LOC85414	SLC45A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57210_at	57210	LOC57210	SLC45A4	Neutrophil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113235_at	113235	LOC113235	SLC46A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57864_at	57864	LOC57864	SLC46A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
283537_at	283537	LOC283537	SLC46A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55244_at	55244	LOC55244	SLC47A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146802_at	146802	LOC146802	SLC47A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55652_at	55652	LOC55652	SLC48A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6521_at	6521	LOC6521	SLC4A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57282_at	57282	LOC57282	SLC4A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83959_at	83959	LOC83959	SLC4A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22950_at	22950	LOC22950	SLC4A1AP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6522_at	6522	LOC6522	SLC4A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6508_at	6508	LOC6508	SLC4A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8671_at	8671	LOC8671	SLC4A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57835_at	57835	LOC57835	SLC4A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9497_at	9497	LOC9497	SLC4A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9498_at	9498	LOC9498	SLC4A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83697_at	83697	LOC83697	SLC4A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55974_at	55974	LOC55974	SLC50A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
200931_at	200931	LOC200931	SLC51A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
123264_at	123264	LOC123264	SLC51B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55065_at	55065	LOC55065	SLC52A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79581_at	79581	LOC79581	SLC52A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113278_at	113278	LOC113278	SLC52A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6523_at	6523	LOC6523	SLC5A1	NA	NA	NA	ccrcc2.up	NA	NA	NA	NA	NA	NA	NA	NA NA
125206_at	125206	LOC125206	SLC5A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115584_at	115584	LOC115584	SLC5A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
159963_at	159963	LOC159963	SLC5A12	NA	NA	NA	ccrcc4.dn	NA	NA	NA	NA	NA	NA	NA	NA NA
6524_at	6524	LOC6524	SLC5A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6526_at	6526	LOC6526	SLC5A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6527_at	6527	LOC6527	SLC5A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6528_at	6528	LOC6528	SLC5A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8884_at	8884	LOC8884	SLC5A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60482_at	60482	LOC60482	SLC5A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
160728_at	160728	LOC160728	SLC5A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
200010_at	200010	LOC200010	SLC5A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6529_at	6529	LOC6529	SLC6A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6538_at	6538	LOC6538	SLC6A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6539_at	6539	LOC6539	SLC6A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6540_at	6540	LOC6540	SLC6A13	NA	NA	NA	ccrcc4.dn	NA	NA	NA	NA	NA	NA	NA	NA NA
11254_at	11254	LOC11254	SLC6A14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55117_at	55117	LOC55117	SLC6A15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28968_at	28968	LOC28968	SLC6A16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
388662_at	388662	LOC388662	SLC6A17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
348932_at	348932	LOC348932	SLC6A18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
340024_at	340024	LOC340024	SLC6A19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6530_at	6530	LOC6530	SLC6A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54716_at	54716	LOC54716	SLC6A20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6531_at	6531	LOC6531	SLC6A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6532_at	6532	LOC6532	SLC6A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9152_at	9152	LOC9152	SLC6A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6533_at	6533	LOC6533	SLC6A6	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6534_at	6534	LOC6534	SLC6A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6535_at	6535	LOC6535	SLC6A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6536_at	6536	LOC6536	SLC6A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6541_at	6541	LOC6541	SLC7A1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56301_at	56301	LOC56301	SLC7A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23657_at	23657	LOC23657	SLC7A11	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
157724_at	157724	LOC157724	SLC7A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57709_at	57709	LOC57709	SLC7A14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6542_at	6542	LOC6542	SLC7A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84889_at	84889	LOC84889	SLC7A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6545_at	6545	LOC6545	SLC7A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8140_at	8140	LOC8140	SLC7A5	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9057_at	9057	LOC9057	SLC7A6	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
84138_at	84138	LOC84138	SLC7A6OS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9056_at	9056	LOC9056	SLC7A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNAseq	NA NA
23428_at	23428	LOC23428	SLC7A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11136_at	11136	LOC11136	SLC7A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6546_at	6546	LOC6546	SLC8A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6543_at	6543	LOC6543	SLC8A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6547_at	6547	LOC6547	SLC8A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80024_at	80024	LOC80024	SLC8B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6548_at	6548	LOC6548	SLC9A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6549_at	6549	LOC6549	SLC9A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6550_at	6550	LOC6550	SLC9A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9368_at	9368	LOC9368	SLC9A3R1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9351_at	9351	LOC9351	SLC9A3R2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6553_at	6553	LOC6553	SLC9A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10479_at	10479	LOC10479	SLC9A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84679_at	84679	LOC84679	SLC9A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23315_at	23315	LOC23315	SLC9A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285195_at	285195	LOC285195	SLC9A9	NA	NA	NA	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
150159_at	150159	LOC150159	SLC9B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
133308_at	133308	LOC133308	SLC9B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285335_at	285335	LOC285335	SLC9C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284525_at	284525	LOC284525	SLC9C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6579_at	6579	LOC6579	SLCO1A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10599_at	10599	LOC10599	SLCO1B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28234_at	28234	LOC28234	SLCO1B3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
338821_at	338821	LOC338821	SLCO1B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53919_at	53919	LOC53919	SLCO1C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6578_at	6578	LOC6578	SLCO2A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11309_at	11309	LOC11309	SLCO2B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
28232_at	28232	LOC28232	SLCO3A1	Multiple	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
28231_at	28231	LOC28231	SLCO4A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
353189_at	353189	LOC353189	SLCO4C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81796_at	81796	LOC81796	SLCO5A1	Dendritic Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
133482_at	133482	LOC133482	SLCO6A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643036_at	643036	LOC643036	SLED1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91607_at	91607	LOC91607	SLFN11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55106_at	55106	LOC55106	SLFN12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100506736_at	100506736	LOC100506736	SLFN12L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
146857_at	146857	LOC146857	SLFN13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
342618_at	342618	LOC342618	SLFN14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
162394_at	162394	LOC162394	SLFN5	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
200172_at	200172	LOC200172	SLFNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81892_at	81892	LOC81892	SLIRP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6585_at	6585	LOC6585	SLIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9353_at	9353	LOC9353	SLIT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6586_at	6586	LOC6586	SLIT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114798_at	114798	LOC114798	SLITRK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84631_at	84631	LOC84631	SLITRK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22865_at	22865	LOC22865	SLITRK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
139065_at	139065	LOC139065	SLITRK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26050_at	26050	LOC26050	SLITRK5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84189_at	84189	LOC84189	SLITRK6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9748_at	9748	LOC9748	SLK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7871_at	7871	LOC7871	SLMAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10650_at	10650	LOC10650	SLMO1	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
51012_at	51012	LOC51012	SLMO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6588_at	6588	LOC6588	SLN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6590_at	6590	LOC6590	SLPI	NA	NA	NA	ccrcc4.up	NA	NA	NA	NA	NA	NA	NA	NA NA
79811_at	79811	LOC79811	SLTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10569_at	10569	LOC10569	SLU7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57152_at	57152	LOC57152	SLURP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84464_at	84464	LOC84464	SLX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
128710_at	128710	LOC128710	SLX4IP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4086_at	4086	LOC4086	SMAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4087_at	4087	LOC4087	SMAD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4088_at	4088	LOC4088	SMAD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4089_at	4089	LOC4089	SMAD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4090_at	4090	LOC4090	SMAD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	CM009_down	NA	NA NA
9597_at	9597	LOC9597	SMAD5-AS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4091_at	4091	LOC4091	SMAD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4092_at	4092	LOC4092	SMAD7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4093_at	4093	LOC4093	SMAD9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57228_at	57228	LOC57228	SMAGP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
60682_at	60682	LOC60682	SMAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64744_at	64744	LOC64744	SMAP2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6594_at	6594	LOC6594	SMARCA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6595_at	6595	LOC6595	SMARCA2	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6597_at	6597	LOC6597	SMARCA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8467_at	8467	LOC8467	SMARCA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56916_at	56916	LOC56916	SMARCAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
50485_at	50485	LOC50485	SMARCAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6598_at	6598	LOC6598	SMARCB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6599_at	6599	LOC6599	SMARCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6601_at	6601	LOC6601	SMARCC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6602_at	6602	LOC6602	SMARCD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6603_at	6603	LOC6603	SMARCD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6604_at	6604	LOC6604	SMARCD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6605_at	6605	LOC6605	SMARCE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8243_at	8243	LOC8243	SMC1A	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27127_at	27127	LOC27127	SMC1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10592_at	10592	LOC10592	SMC2	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9126_at	9126	LOC9126	SMC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10051_at	10051	LOC10051	SMC4	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23137_at	23137	LOC23137	SMC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79677_at	79677	LOC79677	SMC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23347_at	23347	LOC23347	SMCHD1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
341346_at	341346	LOC341346	SMCO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
440087_at	440087	LOC440087	SMCO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56935_at	56935	LOC56935	SMCO4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4184_at	4184	LOC4184	SMCP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140771_at	140771	LOC140771	SMCR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
140775_at	140775	LOC140775	SMCR8	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91689_at	91689	LOC91689	SMDT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55671_at	55671	LOC55671	SMEK1	Lymphoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57223_at	57223	LOC57223	SMEK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23049_at	23049	LOC23049	SMG1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23381_at	23381	LOC23381	SMG5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23293_at	23293	LOC23293	SMG6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9887_at	9887	LOC9887	SMG7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55181_at	55181	LOC55181	SMG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56006_at	56006	LOC56006	SMG9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
644538_at	644538	LOC644538	SMIM10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54065_at	54065	LOC54065	SMIM11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
113444_at	113444	LOC113444	SMIM12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221710_at	221710	LOC221710	SMIM13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
201895_at	201895	LOC201895	SMIM14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643155_at	643155	LOC643155	SMIM15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114926_at	114926	LOC114926	SMIM19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
389203_at	389203	LOC389203	SMIM20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
284274_at	284274	LOC284274	SMIM21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85027_at	85027	LOC85027	SMIM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
440957_at	440957	LOC440957	SMIM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643008_at	643008	LOC643008	SMIM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100130933_at	100130933	LOC100130933	SMIM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79086_at	79086	LOC79086	SMIM7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57150_at	57150	LOC57150	SMIM8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10285_at	10285	LOC10285	SMNDC1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6608_at	6608	LOC6608	SMO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64093_at	64093	LOC64093	SMOC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64094_at	64094	LOC64094	SMOC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54498_at	54498	LOC54498	SMOX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6609_at	6609	LOC6609	SMPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6610_at	6610	LOC6610	SMPD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55512_at	55512	LOC55512	SMPD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55627_at	55627	LOC55627	SMPD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10924_at	10924	LOC10924	SMPDL3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27293_at	27293	LOC27293	SMPDL3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23676_at	23676	LOC23676	SMPX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26952_at	26952	LOC26952	SMR3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6525_at	6525	LOC6525	SMTN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219537_at	219537	LOC219537	SMTNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
342527_at	342527	LOC342527	SMTNL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55234_at	55234	LOC55234	SMU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23583_at	23583	LOC23583	SMUG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57154_at	57154	LOC57154	SMURF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64750_at	64750	LOC64750	SMURF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
150572_at	150572	LOC150572	SMYD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56950_at	56950	LOC56950	SMYD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64754_at	64754	LOC64754	SMYD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114826_at	114826	LOC114826	SMYD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10322_at	10322	LOC10322	SMYD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6615_at	6615	LOC6615	SNAI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
6591_at	6591	LOC6591	SNAI2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
333929_at	333929	LOC333929	SNAI3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8773_at	8773	LOC8773	SNAP23	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
