Probeset	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	Geneset_Tcell	Geneset_ELVIDGE_HIF1A_TARGETS_DN	Geneset_ccRCC	Geneset_Fuhrman	Geneset_Ascierto	Geneset_IMmotion150	Geneset_Merck18	Geneset_RIG1	Geneset_CM009	Geneset_Adenosine	Geneset_HALLMARK
100506542_at	100506542	LOC100506542	LINC01082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
285501_at	285501	LOC285501	LINC01098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
150568_at	150568	LOC150568	LINC01102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
388948_at	388948	LOC388948	LINC01118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100134259_at	100134259	LOC100134259	LINC01119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
400952_at	400952	LOC400952	LINC01121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100129726_at	100129726	LOC100129726	LINC01126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100131060_at	100131060	LOC100131060	LINC01135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
401082_at	401082	LOC401082	LINC01205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84894_at	84894	LOC84894	LINGO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
158038_at	158038	LOC158038	LINGO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
645191_at	645191	LOC645191	LINGO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
339398_at	339398	LOC339398	LINGO4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55180_at	55180	LOC55180	LINS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3988_at	3988	LOC3988	LIPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3990_at	3990	LOC3990	LIPC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3991_at	3991	LOC3991	LIPE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8513_at	8513	LOC8513	LIPF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9388_at	9388	LOC9388	LIPG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
200879_at	200879	LOC200879	LIPH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
149998_at	149998	LOC149998	LIPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
142910_at	142910	LOC142910	LIPJ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643414_at	643414	LOC643414	LIPK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
340654_at	340654	LOC340654	LIPM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
643418_at	643418	LOC643418	LIPN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
51601_at	51601	LOC51601	LIPT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
387787_at	387787	LOC387787	LIPT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9516_at	9516	LOC9516	LITAF	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
167410_at	167410	LOC167410	LIX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
128077_at	128077	LOC128077	LIX1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
198437_at	198437	LOC198437	LKAAEAR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3996_at	3996	LOC3996	LLGL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3993_at	3993	LOC3993	LLGL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
3998_at	3998	LOC3998	LMAN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79748_at	79748	LOC79748	LMAN1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10960_at	10960	LOC10960	LMAN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81562_at	81562	LOC81562	LMAN2L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64327_at	64327	LOC64327	LMBR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55716_at	55716	LOC55716	LMBR1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55788_at	55788	LOC55788	LMBRD1	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
92255_at	92255	LOC92255	LMBRD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29995_at	29995	LOC29995	LMCD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64788_at	64788	LOC64788	LMF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91289_at	91289	LOC91289	LMF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
89782_at	89782	LOC89782	LMLN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4000_at	4000	LOC4000	LMNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4001_at	4001	LOC4001	LMNB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84823_at	84823	LOC84823	LMNB2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4004_at	4004	LOC4004	LMO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4005_at	4005	LOC4005	LMO2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55885_at	55885	LOC55885	LMO3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
8543_at	8543	LOC8543	LMO4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4008_at	4008	LOC4008	LMO7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25802_at	25802	LOC25802	LMOD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
442721_at	442721	LOC442721	LMOD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56203_at	56203	LOC56203	LMOD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22853_at	22853	LOC22853	LMTK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
114783_at	114783	LOC114783	LMTK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4009_at	4009	LOC4009	LMX1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4010_at	4010	LOC4010	LMX1B	NA	NA	NA	NA	NA	UP	NA	NA	NA	NA	NA	NA NA
348801_at	348801	LOC348801	LNP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4012_at	4012	LOC4012	LNPEP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84708_at	84708	LOC84708	LNX1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
222484_at	222484	LOC222484	LNX2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
118426_at	118426	LOC118426	LOH12CR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9361_at	9361	LOC9361	LONP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83752_at	83752	LOC83752	LONP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91694_at	91694	LOC91694	LONRF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
164832_at	164832	LOC164832	LONRF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79836_at	79836	LOC79836	LONRF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4014_at	4014	LOC4014	LOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4015_at	4015	LOC4015	LOX	NA	NA	91_DN	ccrcc3.dn	Up	NA	NA	NA	NA	NA	NA	NA NA
125336_at	125336	LOC125336	LOXHD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4016_at	4016	LOC4016	LOXL1	NA	NA	91_DN	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4017_at	4017	LOC4017	LOXL2	NA	NA	91_DN	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
84695_at	84695	LOC84695	LOXL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84171_at	84171	LOC84171	LOXL4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4018_at	4018	LOC4018	LPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80350_at	80350	LOC80350	LPAL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
1902_at	1902	LOC1902	LPAR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9170_at	9170	LOC9170	LPAR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23566_at	23566	LOC23566	LPAR3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2846_at	2846	LOC2846	LPAR4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57121_at	57121	LOC57121	LPAR5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10161_at	10161	LOC10161	LPAR6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA IFNA
79888_at	79888	LOC79888	LPCAT1	NA	NA	NA	NA	Up	NA	NA	NA	NA	NA	NA	NA NA
54947_at	54947	LOC54947	LPCAT2	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10162_at	10162	LOC10162	LPCAT3	NA	NA	NA	NA	NA	DOWN	NA	NA	NA	NA	NA	NA NA
254531_at	254531	LOC254531	LPCAT4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9926_at	9926	LOC9926	LPGAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
22859_at	NA	NA	LPHN1 || ?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23266_at	23266	LOC23266	LPHN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23284_at	23284	LOC23284	LPHN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23175_at	23175	LOC23175	LPIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9663_at	9663	LOC9663	LPIN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64900_at	64900	LOC64900	LPIN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4023_at	4023	LOC4023	LPL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4025_at	4025	LOC4025	LPO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4026_at	4026	LOC4026	LPP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54886_at	54886	LOC54886	LPPR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79948_at	79948	LOC79948	LPR3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9890_at	9890	LOC9890	LPR4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9404_at	9404	LOC9404	LPXN	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9227_at	9227	LOC9227	LRAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
987_at	987	LOC987	LRBA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23143_at	23143	LOC23143	LRCH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57631_at	57631	LOC57631	LRCH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
101060069_at	84859	LOC84859	LRCH3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84859_at	84859	LOC84859	LRCH3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4034_at	NA	NA	LRCH4 || ZASP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57622_at	57622	LOC57622	LRFN1	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57497_at	57497	LOC57497	LRFN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79414_at	79414	LOC79414	LRFN3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
78999_at	78999	LOC78999	LRFN4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
145581_at	145581	LOC145581	LRFN5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116844_at	116844	LOC116844	LRG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
136332_at	136332	LOC136332	LRGUK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55791_at	55791	LOC55791	LRIF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26018_at	26018	LOC26018	LRIG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9860_at	9860	LOC9860	LRIG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
121227_at	121227	LOC121227	LRIG3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26103_at	26103	LOC26103	LRIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
340745_at	340745	LOC340745	LRIT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
345193_at	345193	LOC345193	LRIT3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4033_at	4033	LOC4033	LRMP	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4035_at	4035	LOC4035	LRP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26020_at	26020	LOC26020	LRP10	Myeloid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84918_at	84918	LOC84918	LRP11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
29967_at	29967	LOC29967	LRP12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
53353_at	53353	LOC53353	LRP1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4036_at	4036	LOC4036	LRP2	NA	NA	NA	ccrcc4.dn	NA	NA	NA	NA	NA	NA	NA	NA NA
55805_at	55805	LOC55805	LRP2BP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4037_at	4037	LOC4037	LRP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4038_at	4038	LOC4038	LRP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4041_at	4041	LOC4041	LRP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
91355_at	91355	LOC91355	LRP5L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4040_at	4040	LOC4040	LRP6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
7804_at	7804	LOC7804	LRP8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4043_at	4043	LOC4043	LRPAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10128_at	10128	LOC10128	LRPPRC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
122769_at	122769	LOC122769	LRR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55227_at	55227	LOC55227	LRRC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
376132_at	376132	LOC376132	LRRC10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
390205_at	390205	LOC390205	LRRC10B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9684_at	9684	LOC9684	LRRC14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
389257_at	389257	LOC389257	LRRC14B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
131578_at	131578	LOC131578	LRRC15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55604_at	55604	LOC55604	LRRC16A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90668_at	90668	LOC90668	LRRC16B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10234_at	10234	LOC10234	LRRC17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
474354_at	474354	LOC474354	LRRC18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64922_at	64922	LOC64922	LRRC19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79442_at	79442	LOC79442	LRRC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55222_at	55222	LOC55222	LRRC20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10233_at	10233	LOC10233	LRRC23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
441381_at	441381	LOC441381	LRRC24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
126364_at	126364	LOC126364	LRRC25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
389816_at	389816	LOC389816	LRRC26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80313_at	80313	LOC80313	LRRC27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
123355_at	123355	LOC123355	LRRC28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26231_at	26231	LOC26231	LRRC29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
81543_at	81543	LOC81543	LRRC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
339291_at	339291	LOC339291	LRRC30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79782_at	79782	LOC79782	LRRC31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
2615_at	2615	LOC2615	LRRC32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
151827_at	151827	LOC151827	LRRC34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55282_at	55282	LOC55282	LRRC36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
342666_at	342666	LOC342666	LRRC37A11P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
652972_at	652972	LOC652972	LRRC37A5P	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
127495_at	127495	LOC127495	LRRC39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116135_at	116135	LOC116135	LRRC3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
64101_at	64101	LOC64101	LRRC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55631_at	55631	LOC55631	LRRC40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10489_at	10489	LOC10489	LRRC41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115353_at	115353	LOC115353	LRRC42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
254050_at	254050	LOC254050	LRRC43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
201255_at	201255	LOC201255	LRRC45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90506_at	90506	LOC90506	LRRC46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57470_at	57470	LOC57470	LRRC47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
83450_at	83450	LOC83450	LRRC48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54839_at	54839	LOC54839	LRRC49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
94030_at	94030	LOC94030	LRRC4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57689_at	57689	LOC57689	LRRC4C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
440699_at	440699	LOC440699	LRRC52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
219527_at	219527	LOC219527	LRRC55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
115399_at	115399	LOC115399	LRRC56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
255252_at	255252	LOC255252	LRRC57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
116064_at	116064	LOC116064	LRRC58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55379_at	55379	LOC55379	LRRC59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23639_at	23639	LOC23639	LRRC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
65999_at	65999	LOC65999	LRRC61	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
339977_at	339977	LOC339977	LRRC66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100130742_at	100130742	LOC100130742	LRRC69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57554_at	57554	LOC57554	LRRC7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
100130733_at	100130733	LOC100130733	LRRC70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
149499_at	149499	LOC149499	LRRC71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221424_at	221424	LOC221424	LRRC73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
56262_at	56262	LOC56262	LRRC8A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23507_at	23507	LOC23507	LRRC8B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84230_at	84230	LOC84230	LRRC8C	Multiple	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55144_at	55144	LOC55144	LRRC8D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80131_at	80131	LOC80131	LRRC8E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
85444_at	85444	LOC85444	LRRCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
401387_at	401387	LOC401387	LRRD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9208_at	9208	LOC9208	LRRFIP1	Monocyte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
9209_at	9209	LOC9209	LRRFIP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84125_at	84125	LOC84125	LRRIQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
127255_at	127255	LOC127255	LRRIQ3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
344657_at	344657	LOC344657	LRRIQ4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
79705_at	79705	LOC79705	LRRK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
120892_at	120892	LOC120892	LRRK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57633_at	57633	LOC57633	LRRN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
10446_at	10446	LOC10446	LRRN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
54674_at	54674	LOC54674	LRRN3	T Cell	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
164312_at	164312	LOC164312	LRRN4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
221091_at	221091	LOC221091	LRRN4CL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
347730_at	347730	LOC347730	LRRTM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26045_at	26045	LOC26045	LRRTM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
347731_at	347731	LOC347731	LRRTM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
80059_at	80059	LOC80059	LRRTM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
90678_at	90678	LOC90678	LRSAM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57408_at	57408	LOC57408	LRTM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
654429_at	654429	LOC654429	LRTM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
220074_at	220074	LOC220074	LRTOMT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
222229_at	222229	LOC222229	LRWD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
4045_at	4045	LOC4045	LSAMP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
55341_at	55341	LOC55341	LSG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27257_at	27257	LOC27257	LSM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
84967_at	84967	LOC84967	LSM10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
134353_at	134353	LOC134353	LSM11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
26065_at	26065	LOC26065	LSM14A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
149986_at	149986	LOC149986	LSM14B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
57819_at	57819	LOC57819	LSM2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
27258_at	27258	LOC27258	LSM3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
25804_at	25804	LOC25804	LSM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
23658_at	23658	LOC23658	LSM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
11157_at	11157	LOC11157	LSM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA NA
